ID;age;sex;breed;date_found;adoptable_from;posted;color;coat;size;neutered;housebroken;likes_people;likes_children;get_along_males;get_along_females;get_along_cats;keep_in
219;5.25;male;Jagd Terrier Mix;2019-09-01;2019-09-20;2019-09-19;apricot;short;medium;;yes;yes;yes;yes;yes;no;both flat and garden
220;0.67;female;Unknown Mix;2019-08-24;2019-08-24;2019-09-15;black and brown;medium;small;;;yes;;;;;both flat and garden
221;7.33;male;Fox Terrier Mix;2019-08-03;2019-08-03;2019-09-04;tricolor;wirehaired;medium;;;yes;;;yes;;garden
222;3.25;female;Unknown Mix;2019-05-22;2019-05-22;2019-09-03;saddle back;short;large;yes;yes;yes;yes;yes;yes;;both flat and garden
223;6.92;male;Unknown Mix;2019-09-09;2019-09-24;2019-09-09;tricolor;short;medium;no;;;;;;;
224;4.33;male;English Greyhound Mix;2019-09-17;2019-09-19;2019-09-19;black and white;short;large;yes;yes;yes;;yes;yes;no;flat
225;1.67;female;Fox Terrier Mix;2019-09-01;2019-09-01;2019-09-21;brown and white;short;small;yes;yes;yes;yes;yes;yes;;both flat and garden
226;11.75;female;Golden Retriever Mix;2019-07-19;2019-07-19;2019-09-03;yellow-brown;short;medium;yes;yes;yes;yes;yes;yes;;both flat and garden
227;5.17;male;Unknown Mix;2019-08-15;2019-08-30;2019-09-17;black and white;short;medium;yes;;;;;;;
228;0.75;female;Unknown Mix;2019-09-05;2019-09-05;2019-09-15;brown;short;medium;;;yes;;;;;both flat and garden
229;0.58;male;Mudi Mix;2019-09-04;2019-10-12;2019-09-05;black;short;medium;;;yes;yes;yes;yes;;both flat and garden
230;3.5;female;Cane Corso Mix;2019-08-08;2019-08-08;2019-09-06;brown;short;large;yes;;;;;;;
231;6.17;male;Unknown Mix;2019-09-16;2019-10-01;2019-09-19;black;long;large;no;;;;;;;
232;2.33;female;Unknown Mix;2019-09-05;2019-09-05;2019-09-12;brown;short;medium;yes;;;;;;;
233;2.08;female;Poodle Mix;2019-09-12;2019-09-12;2019-09-14;white;medium;small;yes;;yes;no;yes;yes;yes;flat
234;1.08;female;Staffordshire Terrier Mix;2019-09-05;2019-09-05;2019-09-05;yellow-brown;short;medium;yes;;yes;yes;yes;yes;no;both flat and garden
235;5.92;male;Unknown Mix;2019-09-05;2019-09-17;2019-09-17;yellow-brown;short;medium;yes;yes;yes;yes;yes;yes;yes;flat
236;0.42;male;Unknown Mix;2019-09-01;2019-09-01;2019-09-15;black;short;medium;;;yes;;yes;yes;;both flat and garden
237;0.5;male;Unknown Mix;2019-08-07;2019-08-07;2019-09-04;brown;short;medium;;;yes;yes;yes;yes;yes;both flat and garden
238;1.5;female;Hungarian Greyhound Mix;2019-07-22;2019-08-01;2019-09-05;spotty;short;medium;yes;yes;yes;yes;;;;flat
239;2.42;male;German Dog;2018-04-12;2018-04-12;2019-08-28;black;short;large;yes;;yes;yes;no;yes;;
240;0.42;female;Unknown Mix;2019-08-03;2019-08-03;2019-08-22;black;short;medium;;;yes;;yes;yes;;both flat and garden
241;1.67;female;German Shepherd Dog Mix;2019-08-23;2019-09-06;2019-08-23;brown;short;medium;yes;;yes;yes;yes;yes;no;both flat and garden
242;3.67;male;German Dog;2018-07-06;2018-07-06;2019-08-28;black;short;large;yes;;yes;;no;yes;;
243;2.33;male;Unknown Mix;2019-08-06;2019-08-06;2019-08-22;apricot;short;medium;;;yes;;yes;yes;;both flat and garden
244;1.0;male;Bulldog Mix;2019-07-16;2019-07-16;2019-09-02;black and white;short;small;;;yes;;yes;yes;;both flat and garden
245;17.58;male;Unknown Mix;2017-05-05;2017-05-05;2019-08-28;black and tan;short;small;yes;yes;yes;;yes;yes;;flat
246;8.5;female;German Dog;2017-08-08;2017-08-08;2019-08-28;gray;short;large;yes;;yes;yes;yes;;;
247;3.5;female;Cane Corso Mix;2019-07-08;2019-07-08;2019-08-12;brown;short;large;yes;;;;;;;
248;0.92;male;Unknown Mix;2019-03-14;2019-03-14;2019-08-28;black and tan;short;medium;;yes;yes;yes;no;yes;;flat
249;1.75;female;German Shepherd Dog Mix;2019-08-20;2019-08-20;2019-08-26;apricot;medium;medium;yes;;yes;yes;yes;yes;;flat
250;2.0;female;Unknown Mix;2017-12-30;2017-12-30;2019-08-28;saddle back;medium;medium;yes;yes;yes;yes;yes;yes;;
251;12.67;male;German Pointer;2018-06-19;2018-06-19;2019-08-28;brown and white;wirehaired;medium;yes;yes;yes;yes;yes;yes;;flat
252;10.25;male;German Shepherd Dog Mix;2019-08-16;2019-08-31;2019-08-16;saddle back;medium;large;no;;;;;;;
253;1.25;male;Unknown Mix;2019-08-28;2019-09-12;2019-08-28;black and tan;wirehaired;medium;no;;;;;;;
254;0.92;male;Unknown Mix;2019-03-02;2019-03-02;2019-08-28;black;short;medium;;yes;yes;yes;yes;yes;;flat
255;2.25;male;Unknown Mix;2019-08-17;2019-08-17;2019-08-28;black and tan;medium;small;no;yes;yes;yes;yes;yes;;flat
256;3.5;male;Unknown Mix;2018-04-15;2018-04-15;2019-08-28;brown and white;short;medium;yes;yes;yes;yes;yes;yes;;flat
257;9.92;male;Border Collie Mix;2019-08-04;2019-08-04;2019-08-28;black and white;medium;medium;yes;;yes;no;;;;both flat and garden
258;11.42;female;Unknown Mix;2018-12-14;2018-12-14;2019-08-28;brown and white;medium;small;yes;yes;yes;yes;yes;yes;;flat
259;4.08;male;Unknown Mix;2018-12-11;2018-12-11;2019-07-27;white;short;medium;yes;;yes;yes;yes;yes;no;
260;5.67;female;Unknown Mix;2018-02-03;2018-02-03;2019-08-01;saddle back;short;small;yes;;yes;yes;yes;yes;yes;both flat and garden
261;0.58;male;Unknown Mix;2019-04-20;2019-04-20;2019-07-20;spotty;short;medium;yes;;;;;;;
262;0.92;male;Greyhound, Labrador Retriever Mix;2019-07-21;2019-07-24;2019-07-23;black;short;medium;yes;;yes;yes;;;;both flat and garden
263;10.0;male;Dachshund Mix;2014-06-08;2014-07-01;2019-07-26;white;short;small;no;;yes;;yes;yes;;flat
264;4.25;male;Dachshund Mix;2018-08-27;2018-08-27;2019-07-27;gray and black;wirehaired;small;yes;;yes;yes;yes;yes;;both flat and garden
265;0.92;male;Unknown Mix;2019-07-17;2019-07-17;2019-08-07;apricot;short;small;;;yes;;;;;both flat and garden
266;1.58;female;Unknown Mix;2019-06-23;2019-06-23;2019-07-27;striped;short;medium;yes;yes;yes;yes;yes;yes;no;both flat and garden
267;2.83;male;Unknown Mix;2019-07-15;2019-07-30;2019-07-15;yellow-brown;short;medium;no;;;;;;;
268;3.0;male;Dachshund, Fox Terrier Mix;2017-12-01;2018-01-20;2019-07-27;brown and white;short;small;yes;;yes;;yes;yes;;both flat and garden
269;9.92;female;Unknown Mix;2018-05-04;2018-05-04;2019-07-27;tricolor;short;medium;yes;;yes;yes;yes;yes;;
270;0.67;male;Greyhound Mix;2019-07-17;2019-07-24;2019-07-23;black;short;small;yes;;yes;yes;yes;yes;;flat
271;3.33;female;Dachshund Mix;2019-08-03;2019-08-03;2019-08-04;brown;short;small;yes;;yes;yes;yes;yes;no;flat
272;9.17;male;Pinscher Mix;2018-08-27;2018-08-27;2019-07-27;tricolor;short;small;yes;yes;yes;yes;yes;yes;;both flat and garden
273;8.42;female;Labrador Retriever Mix;2018-12-05;2018-12-05;2019-07-27;black;short;large;yes;;yes;yes;;;;garden
274;4.17;male;Unknown Mix;2019-04-17;2019-04-17;2019-07-27;black;short;medium;yes;yes;yes;yes;yes;yes;yes;both flat and garden
275;5.75;female;Chihuahua Mix;2018-08-27;2018-08-27;2019-07-27;tricolor;short;small;yes;yes;yes;yes;yes;yes;;both flat and garden
276;7.25;female;Unknown Mix;2018-08-03;2018-08-03;2019-07-29;golden;short;medium;yes;;yes;yes;yes;;no;both flat and garden
277;2.17;male;Chinese Shar-Pei, Dachshund, Fox Terrier Mix;2018-09-21;2018-09-21;2019-07-27;yellow-brown;wirehaired;small;;yes;yes;yes;yes;yes;yes;both flat and garden
278;8.42;male;Labrador Retriever Mix;2018-12-05;2018-12-05;2019-07-27;black;short;large;yes;;yes;yes;;;;garden
279;0.75;male;Unknown Mix;2019-07-07;2019-07-07;2019-07-13;black;short;small;;;yes;;yes;yes;;both flat and garden
280;2.58;male;Unknown Mix;2019-05-29;2019-05-29;2019-07-02;red;medium;medium;;;yes;yes;;yes;;garden
281;1.83;male;Unknown Mix;2019-06-23;2019-06-23;2019-07-13;black;short;medium;;;yes;;;;;both flat and garden
282;2.42;male;Staffordshire Terrier Mix;2019-07-06;2019-07-06;2019-07-06;yellow-brown;short;medium;;;yes;;yes;yes;;both flat and garden
283;9.17;female;Rottweiler Mix;2019-01-28;2019-01-28;2019-07-10;black and brown;short;large;yes;;yes;;yes;;;both flat and garden
284;1.42;male;Dachshund Mix;2019-07-04;2019-07-04;2019-07-13;black and brown;short;small;;;yes;;yes;yes;;both flat and garden
285;9.92;male;Dachshund Mix;2019-06-27;2019-08-03;2019-07-02;black and brown;short;small;;;yes;;yes;yes;;garden
286;3.5;female;Cane Corso Mix;2019-06-01;2019-06-01;2019-07-05;brown;short;large;yes;;;;;;;
287;1.42;female;Unknown Mix;2018-12-10;2018-12-10;2019-07-10;apricot;short;small;yes;;yes;yes;yes;;;both flat and garden
288;0.83;male;Unknown Mix;2019-05-08;2019-05-18;2019-07-09;brown;medium;medium;yes;;yes;yes;yes;yes;yes;
289;1.67;female;Unknown Mix;2019-02-16;2019-02-16;2019-07-10;gray and black;short;large;yes;;yes;yes;yes;yes;yes;garden
290;0.67;male;Labrador Retriever, Poodle Mix;2019-11-18;2019-11-19;2019-07-15;white;long;medium;no;;yes;yes;yes;yes;;flat
291;1.58;female;Staffordshire Terrier Mix;2019-03-05;2019-03-05;2019-07-13;brown and white;short;medium;yes;;yes;;yes;yes;;both flat and garden
292;9.92;male;Unknown Mix;2019-06-30;2019-06-30;2019-07-10;black and brown;medium;large;yes;;yes;yes;yes;yes;yes;both flat and garden
293;2.92;female;Unknown Mix;2019-02-20;2019-02-20;2019-07-10;brown and white;short;medium;yes;;yes;yes;yes;;no;both flat and garden
294;1.0;female;Unknown Mix;2019-02-03;2019-02-03;2019-07-10;black and brown;short;medium;yes;;yes;yes;yes;yes;;both flat and garden
295;6.5;male;Unknown Mix;2019-06-30;2019-06-30;2019-07-10;black;short;medium;yes;;yes;yes;no;yes;yes;garden
296;6.58;male;Unknown Mix;2019-02-15;2019-02-15;2019-07-10;brown and white;short;large;no;;yes;;;;;both flat and garden
297;3.33;male;Komondor;2019-06-29;2019-07-15;2019-07-03;white;long;large;yes;;yes;yes;no;no;no;both flat and garden
298;2.42;male;Unknown Mix;2019-07-08;2019-07-08;2019-07-11;striped;short;medium;no;;yes;yes;yes;yes;;both flat and garden
299;1.5;male;Dachshund Mix;2019-06-05;2019-06-05;2019-06-20;apricot;short;small;;;yes;;yes;yes;;both flat and garden
300;1.92;male;Unknown Mix;2019-03-24;2019-03-24;2019-07-02;brown;short;medium;yes;;yes;;;;;garden
301;0.83;male;Unknown Mix;2019-05-08;2019-05-08;2019-07-01;brown;medium;medium;yes;;yes;yes;;;;
302;2.42;male;Chinese Shar-Pei;2019-06-20;2019-06-20;2019-06-21;red;short;medium;no;;yes;yes;yes;yes;yes;flat
303;2.5;female;Unknown Mix;2019-06-01;2019-06-01;2019-06-20;black and brown;short;medium;yes;;yes;;yes;yes;yes;both flat and garden
304;7.42;male;Unknown Mix;2019-06-15;2019-06-15;2019-06-20;black;short;medium;;;yes;;;;;both flat and garden
305;3.67;female;Unknown Mix;2019-04-23;2019-04-23;2019-07-02;black and brown;short;medium;yes;;yes;;yes;;;garden
306;2.5;male;Unknown Mix;2019-06-05;2019-06-05;2019-06-05;black and white;short;medium;yes;;;;;;;
307;11.42;male;German Shepherd Dog Mix;2019-06-28;2019-06-28;2019-06-28;sable;medium;large;no;;;;;;;
308;2.58;male;Unknown Mix;2019-05-16;2019-05-16;2019-07-02;striped;short;medium;yes;;yes;yes;yes;yes;;both flat and garden
309;1.0;female;Unknown Mix;2019-05-29;2019-06-29;2019-06-04;black and white;short;medium;;;yes;yes;yes;;;garden
310;3.58;female;Unknown Mix;2019-05-18;2019-05-18;2019-07-02;black and white;long;medium;yes;;yes;yes;;yes;;garden
311;1.42;female;Staffordshire Terrier Mix;2019-06-01;2019-06-01;2019-06-20;striped;short;medium;yes;;yes;;yes;yes;;both flat and garden
312;2.42;male;Pekingese, Tibetan Spaniel Mix;2019-06-30;2019-07-15;2019-07-01;white;wirehaired;small;yes;;yes;yes;yes;yes;yes;flat
313;11.42;female;Unknown Mix;2019-06-21;2019-06-21;2019-06-21;gray;medium;medium;no;;;;;;;
314;8.08;female;Greyhound Mix;2019-06-15;2019-06-17;2019-06-16;spotty;short;medium;yes;yes;yes;;yes;yes;;flat
315;4.42;male;Rottweiler Mix;2019-06-18;2019-06-18;2019-06-18;black and tan;short;medium;yes;;yes;yes;yes;yes;no;both flat and garden
316;2.5;male;German Shepherd Dog Mix;2018-10-10;2018-10-10;2019-06-28;black and tan;short;medium;yes;yes;;;;;;
317;6.17;male;Unknown Mix;2019-06-06;2019-06-06;2019-06-08;apricot;long;medium;yes;;yes;;;;;both flat and garden
318;1.0;female;Unknown Mix;2019-06-15;2019-06-15;2019-06-20;apricot;short;medium;;;yes;;yes;yes;;both flat and garden
319;1.42;female;Unknown Mix;2019-05-11;2019-05-11;2019-05-19;apricot;short;small;yes;;yes;;;;;both flat and garden
320;4.58;male;Unknown Mix;2019-05-22;2019-06-29;2019-05-29;black and brown;short;medium;;;yes;yes;;yes;;garden
321;5.33;male;Dachshund Mix;2017-04-05;2017-04-05;2019-05-14;black and tan;medium;small;yes;yes;yes;yes;yes;yes;;flat
322;3.0;female;Terrier Mix;2018-01-01;2018-01-01;2019-05-14;striped;short;small;yes;yes;yes;yes;yes;yes;;flat
323;2.5;female;Unknown Mix;2019-05-27;2019-06-03;2019-06-02;striped;short;medium;yes;;yes;;;;;both flat and garden
324;1.42;male;Unknown Mix;2019-05-06;2019-05-06;2019-05-19;apricot;short;medium;;;yes;;yes;yes;;both flat and garden
325;1.33;male;Staffordshire Terrier Mix;2019-05-25;2019-05-25;2019-06-01;black and white;short;medium;;;yes;;;;;both flat and garden
326;0.92;male;Unknown Mix;2019-03-08;2019-03-08;2019-05-12;black;medium;medium;;;yes;yes;yes;yes;;both flat and garden
327;7.92;male;Dachshund Mix;2019-05-22;2019-05-22;2019-06-01;black;medium;small;;;yes;;;;;both flat and garden
328;4.08;male;Puli Mix;2019-01-13;2019-01-20;2019-05-24;black and white;wirehaired;medium;yes;yes;yes;yes;yes;yes;;both flat and garden
329;0.67;female;Greyhound, Vizsla, Weimaraner Mix;2019-05-27;2019-05-27;2019-06-02;striped;short;small;yes;;;;;;;
330;12.58;male;Hungarian Greyhound;2019-05-12;2019-05-31;2019-05-12;striped;short;medium;yes;;;;;;;
331;0.92;female;Unknown Mix;2019-03-08;2019-03-08;2019-05-12;gray;medium;medium;;;yes;yes;yes;yes;;both flat and garden
332;2.5;male;Unknown Mix;2019-05-23;2019-05-23;2019-06-01;black;short;medium;yes;;yes;;yes;yes;;both flat and garden
333;1.33;male;Unknown Mix;2019-05-13;2019-05-13;2019-05-28;black;short;medium;yes;;yes;yes;yes;yes;no;both flat and garden
334;9.5;female;Dachshund Mix;2019-05-23;2019-05-23;2019-06-01;black and brown;short;small;;;yes;;;;;both flat and garden
335;5.58;male;Greyhound Mix;2019-05-18;2019-06-30;2019-05-24;striped;short;medium;yes;;;;;;;
336;1.67;female;Unknown Mix;2019-04-09;2019-04-09;2019-05-18;white;short;medium;yes;;yes;yes;yes;yes;;flat
337;8.5;male;Scotch Collie;2019-05-11;2019-05-11;2019-05-25;tricolor;long;medium;yes;;yes;yes;yes;yes;no;both flat and garden
338;3.5;male;German Shepherd Dog Mix;2019-05-30;2019-06-14;2019-05-30;black;medium;medium;no;;;;;;;
339;0.83;female;Unknown Mix;2019-02-07;2019-02-07;2019-04-26;black;short;medium;;;yes;yes;yes;yes;yes;both flat and garden
340;1.08;male;Siberian Husky Mix;2019-04-24;2019-04-24;2019-04-24;gray and white;short;medium;yes;;yes;yes;yes;yes;yes;both flat and garden
341;2.58;male;Unknown Mix;2019-05-07;2019-05-07;2019-05-07;yellow-brown;short;medium;no;;;;;;;
342;11.17;female;Unknown Mix;2013-12-30;2013-11-20;2019-05-09;black;short;medium;no;;yes;;yes;yes;;both flat and garden
343;11.75;female;Unknown Mix;2013-11-12;2013-12-20;2019-04-27;black;medium;medium;no;;yes;;yes;yes;;both flat and garden
344;11.75;female;Unknown Mix;2013-10-13;2013-11-20;2019-04-13;saddle back;short;medium;yes;;yes;;yes;yes;;both flat and garden
345;2.58;male;Unknown Mix;2019-04-28;2019-04-28;2019-05-10;black;short;medium;yes;;yes;yes;;;;
346;2.58;male;Unknown Mix;2019-05-08;2019-05-23;2019-05-08;yellow-brown;short;medium;no;;;;;;;
347;10.33;female;Unknown Mix;2013-10-13;2013-11-20;2019-04-13;black and brown;short;small;;;yes;;yes;yes;;both flat and garden
348;2.58;male;Unknown Mix;2018-12-12;2018-12-12;2019-05-02;gray;long;medium;;yes;yes;yes;yes;yes;;flat
349;7.92;female;Unknown Mix;2013-10-13;2013-11-20;2019-04-13;black;medium;medium;yes;;yes;;yes;yes;;
350;7.75;male;Puli Mix;2013-10-13;2013-11-20;2019-04-14;black;long;medium;no;;yes;;yes;yes;;both flat and garden
351;9.17;male;Unknown Mix;2013-10-13;2013-12-20;2019-04-30;white;wirehaired;medium;no;;yes;;yes;yes;;both flat and garden
352;1.58;female;German Shepherd Dog Mix;2019-05-11;2019-05-11;2019-05-11;brown;short;medium;yes;;yes;;;;;both flat and garden
353;1.75;male;Unknown Mix;2019-04-30;2019-05-02;2019-05-01;yellow-brown;medium;medium;yes;;yes;yes;yes;yes;yes;garden
354;11.92;female;German Shepherd Dog Mix;2013-08-22;2013-10-05;2019-05-07;black and brown;short;medium;yes;;yes;;yes;yes;;both flat and garden
355;3.58;male;Unknown Mix;2019-05-07;2019-05-07;2019-05-10;apricot;short;medium;;;yes;yes;;;;
356;7.58;female;Greyhound Mix;2019-04-16;2019-04-30;2019-04-23;spotty;short;medium;yes;;yes;;;;;flat
357;7.17;female;Dachshund Mix;2013-10-13;2013-11-20;2019-04-14;black;short;small;yes;;yes;;yes;yes;;both flat and garden
358;1.42;male;Unknown Mix;2019-05-11;2019-05-26;2019-05-11;black and tan;medium;medium;no;;;;;;;
359;1.67;male;German Shepherd Dog Mix;2019-04-01;2019-04-16;2019-04-03;striped;short;medium;no;;;;;;;
360;11.92;male;Unknown Mix;2013-10-13;2013-11-03;2019-04-09;black;medium;medium;no;;yes;;yes;yes;;both flat and garden
361;9.75;female;Mastiff Mix;2019-03-15;2019-03-30;2019-03-15;black and white;short;large;;;yes;yes;yes;yes;yes;both flat and garden
362;1.67;male;Bearded Collie, Labrador Retriever Mix;2019-04-08;2019-04-08;2019-04-08;black;short;small;yes;;yes;yes;yes;yes;no;both flat and garden
363;2.67;male;Unknown Mix;2019-04-04;2019-04-04;2019-04-05;tricolor;short;medium;no;;;;;;;
364;1.92;male;Dachshund Mix;2019-01-10;2019-01-10;2019-03-25;white;short;small;;;yes;;yes;yes;;both flat and garden
365;4.0;male;Greyhound Mix;2019-04-01;2019-04-05;2019-04-04;yellow-brown;short;medium;yes;;;;;;;both flat and garden
366;2.42;male;Unknown Mix;2017-10-18;2017-10-18;2019-03-16;brown and white;short;medium;yes;;yes;yes;yes;yes;;both flat and garden
367;3.67;male;Unknown Mix;2019-04-03;2019-04-27;2019-04-12;gray;medium;medium;yes;;yes;yes;;yes;;garden
368;1.0;male;Unknown Mix;2019-01-16;2019-01-16;2019-03-25;brown;short;medium;;;yes;;yes;yes;;both flat and garden
369;1.92;female;Unknown Mix;2019-03-19;2019-04-13;2019-03-24;yellow-brown;short;medium;yes;;yes;yes;yes;;;both flat and garden
370;11.67;male;Labrador Retriever;2019-04-10;2019-04-10;2019-04-10;black;medium;large;no;;yes;yes;;;yes;garden
371;4.75;female;Unknown Mix;2018-12-31;2018-12-31;2019-03-22;brown;short;medium;yes;;yes;yes;yes;yes;;both flat and garden
372;4.67;male;German Shepherd Dog Mix;2019-03-01;2019-03-01;2019-03-19;brown;short;medium;no;;;;;;;
373;0.92;male;Greyhound, Hungarian Greyhound Mix;2019-11-05;2019-02-15;2019-03-22;brown and white;short;medium;yes;yes;yes;yes;yes;yes;;both flat and garden
374;5.83;female;Unknown Mix;2019-01-16;2019-01-16;2019-03-25;black and brown;short;medium;;;yes;;;;;both flat and garden
375;4.58;male;Australian Shepherd, Labrador Retriever Mix;2019-03-21;2019-03-21;2019-03-21;black;medium;medium;no;;yes;yes;yes;yes;no;both flat and garden
376;1.5;male;Dachshund Mix;2019-01-10;2019-01-10;2019-03-25;apricot;short;small;;;yes;;yes;yes;;both flat and garden
377;1.42;female;Unknown Mix;2019-01-07;2019-01-07;2019-03-25;apricot;short;small;;;yes;;yes;yes;;both flat and garden
378;1.83;male;Unknown Mix;2019-01-31;2019-01-31;2019-04-08;brown and white;short;medium;;;yes;;yes;yes;;both flat and garden
379;2.25;female;Unknown Mix;2018-01-03;2018-01-03;2019-02-24;yellow-brown;wirehaired;large;yes;;;;;;;garden
380;1.75;male;Unknown Mix;2019-02-26;2019-03-13;2019-03-02;black;medium;medium;no;;;;;;;
381;1.42;female;German Shepherd Dog, Hound Mix;2018-07-24;2019-02-24;2019-02-25;black and brown;short;medium;;;yes;;yes;yes;;both flat and garden
382;13.08;male;Yorkshire Terrier;2017-05-05;2017-05-05;2019-03-01;gray and white;medium;small;yes;yes;yes;;yes;yes;;flat
383;5.75;female;Unknown Mix;2018-02-28;2018-02-28;2019-02-24;black and brown;medium;large;yes;;;;;;;garden
384;2.0;male;Unknown Mix;2018-12-26;2018-12-26;2019-02-24;black;short;large;;;;;;;;garden
385;1.75;female;Unknown Mix;2019-02-07;2019-02-07;2019-03-09;brown;short;medium;;;yes;yes;yes;yes;;both flat and garden
386;4.75;male;Belgian Malinois, German Shepherd Dog Mix;2019-03-09;2019-03-09;2019-03-09;yellow-brown;short;medium;yes;;yes;yes;yes;yes;;both flat and garden
387;1.08;female;Unknown Mix;2019-02-20;2019-02-20;2019-03-12;black and brown;short;medium;;;;;;;;both flat and garden
388;2.42;male;Unknown Mix;2018-07-26;2018-07-26;2019-02-24;yellow-brown;wirehaired;medium;yes;;yes;;;;;garden
389;1.75;female;Dachshund Mix;2019-02-07;2019-02-07;2019-03-06;brown and white;short;small;yes;yes;yes;;yes;yes;;both flat and garden
390;1.42;male;Unknown Mix;2018-07-24;2019-02-24;2019-02-25;black and brown;short;medium;no;;yes;;yes;yes;;both flat and garden
391;5.08;male;Unknown Mix;2019-01-10;2019-01-10;2019-03-14;brown;medium;large;yes;;yes;yes;;yes;;both flat and garden
392;3.75;male;Unknown Mix;2019-02-23;2019-02-23;2019-03-04;apricot;short;small;;;yes;;;;;both flat and garden
393;1.75;male;Dachshund Mix;2019-02-07;2019-02-07;2019-03-06;brown and white;short;small;yes;yes;yes;;yes;yes;;both flat and garden
